parent_asin,parent_asin_name,creator_favorite,link,category,subcategory,brand,avg_rating,related_asins
B0CQ27HY9M,Surf Excel LAUNDRY_DETERGENT,N,https://www.amazon.in/dp/B0CQ27HY9M,Drugstore,Laundry Liquid,Surf Excel,4.5,"B0CQ27HY9M,B0CKW4VGLK"
B0CW3F335N,KEEBMONKEY WOBKEY Rainy 75 CNC Aluminum HMX/JWK/Cocoa Switches Triple-Mode Connectivity Mechanical Keyboard with Superior Acoustics,N,https://www.amazon.in/dp/B0CW3F335N,Pc,"PC gaming accessories, Keying devices",KEEBMONKEY,4.6,"B0CS64J4ZB,B0CS6979PK,B0CS69YJG3,B0CS6FYS2M,B0CS6785HC,B0CW3F335N,B0D873TXMM,B0D312QZPP,B0F62MJKZD,B0CS65JXNM,B0F6297SVN,B0D2ZP781Q,B0CS5VDL25,B0CS69T38M,B0F62FFMCX,B0D8764P4G,B0CS5ZYY9Y,B0CS69VL5J,B0GJCSYVR9"
B0D2LQPBZ1,SKADIOO Jewellery Scale | Weight Scale | Digital Weight Machine | weight machine for gold | Electronic weighing machines for Jewellery 0.01G to 200G Small Weight Machine for Shop - Silver…,N,https://www.amazon.in/dp/B0D2LQPBZ1,Biss,Scales & Balances,SKADIOO,3.8,"B09BB6TQT9,B0DQQ3BCQH,B0D2LQPBZ1,B0D2NX639K,B0DQPZ1R46"
B0CMR3XF6X,Carrot Silicone Spatula Set for Kitchen Ideal for Non-Stick Cooking Pans Spatulas with Wooden Handle Spatula Turner Serving Cooking Spoon Spatula Combs for Omelet Egg Dosa chapati,N,https://www.amazon.in/dp/B0CMR3XF6X,Kitchen,Cooking Utensils - Metallic,Carrot,4.5,"B0CMR3XF6X,B0CMR21FPV"
B0CNX8GQ1J,"Saffola Masala Oats Spicy Mexicana, 400g | Spicy Flavoured Rolled Oats with High Fibre, Yummy Anytime Snack",N,https://www.amazon.in/dp/B0CNX8GQ1J,Grocery,Oatmeal,Saffola,4.1,B0CNX8GQ1J
B0CQM68FYR,"THEMISTO TH-M90 Auto Range, Ac/Dc Current, True Rms Digital Clamp Meter (600A,6000 Counts), Black",N,https://www.amazon.in/dp/B0CQM68FYR,Biss,Electrical Testing,THEMISTO,4.0,B0CQM68FYR
B0CR42W7CB,Wakefit Latex Mattres,N,https://www.amazon.in/dp/B0CR42W7CB,Furniture,Mattress- Large,Wakefit,4.2,"B08X9Z1KT5,B0DQ8RR5HH,B09SZKKB92,B0DQ8W8LQB,B08XB6NS2P,B0DQ8RVPYY,B0D5D7NJNT,B09SZL4QMF,B09SZL69GD,B08XB3WNK4,B0DQ8KCMYF,B08XB66FTW,B0DQ8TPPB4,B0DQ8WZSPP,B0DQ8TNKM4,B09SZKMHWZ,B0DQ8RBJL2,B09SZL2C4H,B0DQ8MDM4H,B0DQ8T8XHL,B08XBM34RJ,B0DQ8V2H46,B0DQ8WSMY9,B0D5D8RSC9,B09SZK7GZW,B0DQ8R7ZSK,B08X9YCQ2S,B08XBZC4FK,B08X9SLP5Z,B08XB93CTW,B0DQ8K9HBQ,B0DQ8MD1Y3,B0DQ8QFZJR,B0CJM58TVW,B0DQ8RGMKH,B0DQ8K8L4Y,B0DQ8T4DJ5,B08XBKHG4W,B08XBJF1ZR,B09SZHYK6F,B0DQ8SRLLH,B0DQ8SJ6C6,B0DQ8R3CLY,B0DQ8Y7GT1,B09SZL88SS,B0DQ8VXMLC,B08XB2TV2Q,B0DQ8QFZJL,B0DQ8W8JLP,B0DQ8WYCT6,B0DQ8LDH9Q,B08X9YKMX7,B0DQ8RD212,B0DQ8RS8MK,B08XB3CN79,B0DQ8QNHJD,B08XBBGBT7,B0DQ8T6HCJ,B0DQ8MF6DV,B08XBFMBWQ,B08XBMYB7L,B0DQ8VGYP5,B08XBRSRND,B0DQ8WDB2J,B0DQ8SDR2P,B0DQ8TGDBY,B0DQ8Q3HZ4,B09SZK2LDY,B0DQ8RD5Z5,B0DQ8S8SV7,B08X9XDFXB,B08X9YPJZ1,B09SZJWD3T,B08XBM6CT4,B0DQ8T72XF,B08X9YKMX5,B0DQ8SFP8Y,B09SZM27NW,B08X9TZTHZ,B0DQ8V8MWR,B0D5D5SD4C,B08XB9F133,B08XB6GXW6,B08XBL7WPC,B0DQ8TDPNH,B09SZKHKW2,B0DQ8SKQQ3,B08XBLK8M4,B0DQ8TGPYD,B09SZJXMGK,B0DQ8M9K9Y,B08XB4BBRY,B08X9PC8H1,B09SZHCXSD,B0DQ8K6KJV,B0DQ8TGLLW,B08XB67C4V,B08XB5GQX5,B08XBK6Z6T,B0DQ8TVVP8,B0DQ8WKTBC,B0DQ8S9MBY,B0DQ8VK8ZP,B0DQ8PTR4P,B0DQ8W1TTW,B08X9Z27PX,B0DQ8SSY1L,B09SZJRHL4,B0DQ8VGDRQ,B09SZHVFJK,B0DQ8R8GG3,B09SZJY2HD,B09SZKRTY1,B0DQ8SYKNW,B0DQ8SW5PW,B0DQ8LL388,B0DQ8TMS3S,B0DQ8QD3CC,B08XBKFCHS,B08XBDFRRX,B0DQ8SGVCD,B0DQ8W57LN,B08XC2J9LP,B08XB15L5G,B0DQ8T61HL,B0DQ8VVLRV,B08XB64LJQ,B08XB4K157,B0DQ8SXBM9,B0DQ8W2JSF,B08XB8SCX8,B0DQ8TJMS8,B0DQ8TGS1W,B08X9Y7N78,B0DQ8WZSQ5,B0DQ8V6P1B,B0DQ8RMQB1,B08XBGGHRL,B0DQ8T8XHH,B08XBF5XJM,B08X9WJ9Y6,B0DQ8PV619,B0DQ8QVXD6,B0DQ8PYNPV,B0DQ8VJF4B,B0DQ8RFWK2,B09SZK6CGN,B0DQ8TW2K8,B0DQ8K7LDG,B0D5D6PB5Q,B0D5D6X5C2,B0DQ8RDXLM,B0CR42W7CB,B0DQ8T9GV5,B0D5D6TF7B,B09SZK1GPK,B08XB5KGFS,B0DQ8TYB9V,B08XBGLYHL,B08XBFM1VS,B09SZKCPMB,B09SZJFP1N,B0DQ8K859R,B0DQ8K5Z87,B0DQ8W92RH,B08XBPRP3W,B08X9YH4YR,B0D5D85RX4,B08XBDHZVM,B08X9Z3XFG,B0DQ8SG4CZ,B09SZKS6VL,B08XB9VJX4,B0DQ8VT9PD,B09SZKJLQX,B0DQ8TZH6F,B08XBQ1QMH,B08XBK22W1,B0D5D6JGHV,B09SZK6VTY,B08XB5VF3N,B09SZMFXRH,B08XBRT4YC,B08XBDVNGL,B08XBQBHQV,B0DQ8VNXK9,B0DQ8TGLLM,B0DQ8K94CQ,B09SZJK2F8,B0DQ8K83J8,B09SZL92QD,B09SZJPF2N"
B0CTH2FL3R,NESCAFE Gold Rich and Smooth Instant Coffee,N,https://www.amazon.in/dp/B0CTH2FL3R,Grocery,Coffee Beverage,Nescafe,4.4,"B0CTH2FL3R,B07K6L3KC6,B0CKLPDFNN"
B0CTRL3S51,Xomantic Fashion Red Color Readymade punjabi Style Festival Wear Kurta patiala Set with Dupatta,N,https://www.amazon.in/dp/B0CTRL3S51,Apparel,Womens Salwar Suits,Xomantic Fashion,4.3,"B0CTRL3S51,B0BNMRVLCJ,B0BNMVCC56,B0BNMRGYZT,B0BNMSYHK7,B0BNMSXYJ4,B0C537KKW7"
B0CTTLB6G2,"Canine Creek Starter Dry Dog Food, Chicken Flavour, Ultra Premium",N,https://www.amazon.in/dp/B0CTTLB6G2,Pet Products,Dog Food,Canine Creek,4.2,"B078VWLGGT,B0CTTLB6G2,B072NBTG1M,B0853F1QM6"
B0CZ3RRFW1,"Vivel Body Wash, Glycerin and Honey, Moisturizing Shower Gel",Y,https://www.amazon.in/dp/B0CZ3RRFW1,Beauty,Cleansers,VIVEL,4.2,"B0CMT9LTWH,B0993MVW8P,B0CMTQBNQT,B0CZ3RRFW1"
B0D31LXJW7,"Withings ScanWatch 2, Heart Health Hybrid Smartwatch - ECG, with SPO2, Temperature Monitoring, Sleep, Respiratory Health, Cycle Monitoring",N,https://www.amazon.in/dp/B0D31LXJW7,Pc,Workspace & gadgets accessories,Withings,3.9,"B0CG9P8YFW,B0CG9QLDM7,B0D31LXJW7,B0CHGVXVZM"
B0D4YSTHV4,"Red Lemon Swiss Cut Design 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls",N,https://www.amazon.in/dp/B0D4YSTHV4,"Pc,Luggage","Laptop bags, Casual backpacks, Laptop Backpacks",Red Lemon,4.3,"B09ZYNMT28,B0CGZLRZ1X,B0G81238WL,B0C2KRH268,B09RHDX3CD,B0G83GJ2TM,B0G817TK6M,B0D4YSTHV4,B0DXBLPZ5C,B0BZW6WJR7,B0G81KSPVX,B09RK4BRPM,B0G8197TQ4,B0BGSV19KZ"
B0D5NF6WMG,"LaCie Mobile External Hard Drive HDD – Moon Silver USB-C USB 3.0 Thunderbolt 3, for Mac and PC Computer Desktop Workstation Laptop",N,https://www.amazon.in/dp/B0D5NF6WMG,Pc,External hard drives,LaCie,4.3,"B07S99JG85,B0D5NF6WMG,B07NYFZMZL,B07QDGGPXJ"
B0D6YLNVC7,The Souled Store Solids: Brown Men and Boys Long Sleeve Collared Neck Button Front Regular Fit Utility Shirts,N,https://www.amazon.in/dp/B0D6YLNVC7,Apparel,Mens Casual Shirts,The Souled Store,4.0,"B0D424F1Q3,B0D423TJQT,B0D421BV9C,B0D423BKK9,B0D6YLNVC7,B0D424QNDS,B0D422DZ1G,B0D423W9GV"
B0D9Q6XG38,KAPAVER Back Cover Case Compatible with Nothing Phone 2 5G (PC+TPU),N,https://www.amazon.in/dp/B0D9Q6XG38,Wireless Accessory,Cases,KAPAVER,4.3,"B0D9Q6XG38,B0D54F4KZ8,B0CCJJTX47,B0CBH97BKM,B0CCJJMR6T,B0D54JRTMB,B0CZ9MG2HV,B0CCD9KYNX,B0CGVG365B,B0CBH9P9L8,B0CZ9NTL4L,B0CZ9NVKXL"
B0DDC2N5DM,KODAK Q2612A Replacement Toner Cartridge - Compatible with LaserJet Printer 1010/1012/1015/1018/1020/1022/1022N/1022NW/ 3015/3020/3030/3050/3050 AIO/ 3052/3055/M1005/MFP LBP2900/2900B,N,https://www.amazon.in/dp/B0DDC2N5DM,Pc,Compatible laser toners,KODAK,4.5,B0DDC2N5DM
B0DGY32L6Z,Lukzer Universal Sectional 320 GSM Stretchable L - Shape Turkish Sofa Cover Couch Protector Bubble Fabric with Frill Big Elasticity 2PC 3 + 3 Seater Slipcover (Slate Grey/LSC-100-06),N,https://www.amazon.in/dp/B0DGY32L6Z,Home,Slipcovers,Lukzer,3.1,B0DGY32L6Z
B0DHY67TKC,Men Jeans || Jeans for Men || Cargo Jeans (Q-04-05),N,https://www.amazon.in/dp/B0DHY67TKC,Apparel,Mens Jeans,QNIM,4.0,"B0F8HJCWD3,B0F8HFGN5R,B0F8VKYC54,B0F7R3SWW2,B0DFH9JK9L,B0DHY67TKC,B0DFH9CVSQ,B0F7R3G7LB,B0DFHBZH4M,B0DFTW7FGD,B0F8VL683C,B0DFH5D5WJ,B0DFH8H4TG,B0F8VK4YBK,B0F8VFVYSH,B0DFH8XFRJ,B0F8VK5ZDN,B0DFH95ML9,B0F8VLQFKC"
B0DM92PRM6,"ALISBA Women's Active Wear Track Suit Set - Sportswear Top & Bottom Set for Women Western for Fitness & Workout Tshirt for Women Gym pants for women workout combo Track Suit, Yoga, Running (Pack of 2)",N,https://www.amazon.in/dp/B0DM92PRM6,Apparel,"Womens Tracksuits, Womens Track Pants & Joggers",ALISBA,4.1,"B0DM92PRM6,B0DMDWVVG6,B0DMDTR3RC,B0DMDDVR7L,B0DMDTLBXL,B0DMF1WTX7,B0DMDSL7P5,B0DMDT29WT,B0DMDPJMWS,B0DMDT2YQD,B0DMDYX1H1"
B0DPMZK95L,"Lyrovo Silicone Popsicle Mould, Kulfi Moulds Set/Frozen Ice Cream/Kulfi Candy For Children & Adults,1 Piece, Blue,16X16X3.6 Cm",N,https://www.amazon.in/dp/B0DPMZK95L,Kitchen,Baking & Pastry,Lyrovo,4.3,B0DPMZK95L
B0DSV3QQD9,"PRUNUS J-555 Pocket Radio AM FM Built-in 800mAh Rechargeable battery/AAA Battery Operated, Excellent Reception Clear Speaker Earphone Jack, Back Clip, Flashlight, Transistor, Portable Mini USBC Charge",N,https://www.amazon.in/dp/B0DSV3QQD9,Electronics,Radios,PRUNUS,4.1,"B0DSFWXQQT,B0DBTSQ7T4,B0DSFSZM87,B0DMF6P4KB,B0DSFTVNV5,B0DSV3QQD9,B0DBTGV62W,B0DQ4959BP,B0DSFX49K6,B0DSFS523D,B0D9JLJP79"
B0DT9BCC1Z,PRESHA Women's Fit and Flare Pure Cotton Long Maxi Dress (SP-24 Maroon),N,https://www.amazon.in/dp/B0DT9BCC1Z,Apparel,Womens Dresses,PRESHA,3.9,"B0DT9BCC1Z,B0DT95LQSR,B0DT968N4F,B0DT9JLJH8,B0DT99K5C1,B0DT98RTVY"
B0DTZ1P6GY,KLOSIA Women's Viscose Printed Straight Kurta and Pant with Dupatta Set,N,https://www.amazon.in/dp/B0DTZ1P6GY,Apparel,Womens Kurtas & Kurtis,KLOSIA,3.7,"B0DTZ162GT,B0DTZ2ZDQ9,B0DTZ1P6GY,B0DTYZHX4G,B0DTZ1N31W,B0DTZ1JTJN"
B0DX6N994F,Vega Verve ISI Certified Lightweight Open Face Helmet for Women with Scratch and UV Resistant Clear Visor and Advanced Ventilation,N,https://www.amazon.in/dp/B0DX6N994F,Automotive,"Motorcycle Helmets, Accessories",Vega,4.3,"B011R24JZQ,B019WFP0M6,B019WFP2VU,B0814R1LSD,B019WFP2WO,B019WFOYD2,B07L49G9P4,B019WFP0NA,B07R4MY715,B01ALGZL10,B019WFOYAU,B019WFP2TM,B019WFP0KI,B07R6M1B8Y,B014MGV6PA,B015KR6592,B07L48RNWB,B07KJM6472,B019WFP0SA,B015SY1DYO,B0814R2XZL,B0DX6N994F,B019WFOW1Q,B019WFP2WY,B07L49QLCY,B013WFIU5Q,B019WFOVXA,B0814QSTP2,B019WFOYDC,B019WFP0LW,B019WFP0T4,B019WFP2Y2,B07R5N8MK8,B07R6M25P3,B07L427DHY,B07L3ZM77T,B019WFOVVW,B019WFOVSK,B07L4BRW5C,B07L4BRW54,B07R4MZ5YZ"
B0DY4GY991,"Essential Fluff Matic Liquid Detergent 5L – High-Efficiency Washing Machine Detergent for Clean & Fresh Clothes, Front and Top Load Compatible FREE WITH 4 +1 (5 LITER PACK)",N,https://www.amazon.in/dp/B0DY4GY991,Drugstore,Laundry Liquid,FLUFF IFB,4.2,B0DY4GY991
B0F1FVHNPF,"LEQTRONIQ Digital Camera for Photography, 4K, 64MP Camera for YouTube& Vlogging, 5X Optical Zoom Compact Vlog Travel Camera with WiFi, 32GB Card & 2 Batteries",N,https://www.amazon.in/dp/B0F1FVHNPF,Camera,Pocket Video Camera,LEQTRONIQ,2.8,"B0DTKHRSFJ,B0F1FVHNPF,B0D1VGDYVZ,B0DZWZD6M6"
B0F1Z4NWBP,Storite Nylon Duffle Bags/Convertible Travel Luggage with Wheels/Waterproof Traveling Bag for Clothes/Foldable - Extendable Duffle Bag for Men and Women (Black),N,https://www.amazon.in/dp/B0F1Z4NWBP,Luggage,Duffle Bags,Storite,3.4,"B0F133PW3X,B0DVZ42QLM,B0F1Z4NWBP"
B0FFZF3FNB,Pure Source India Essential Aroma Oil Lemongrass Pure Natural and Undiluted Dropper Type Pet Bottle (NATURAL),N,https://www.amazon.in/dp/B0FFZF3FNB,"Drugstore,Home",Home Fragrance,Pure Source India,3.8,"B0FFZCBGQT,B0FFZF3FNB,B0FFZF5RJ8,B011V1ZT9I"
B0FGDK48VL,Kérastase Chroma Absolu Respect Shampoo For Colour Protection,N,https://www.amazon.in/dp/B0FGDK48VL,Luxury Beauty,Shampoo and Conditioner,KÉRASTASE,4.5,"B0FGDK48VL,B09QGN33G1,B0DCBPBCX9,B0BBY4CRTK"
B0FN5MGY97,"Cotonine Cotton, Single Size, Solapur Chaddar Blanket for Daily use, Pack of 1",N,https://www.amazon.in/dp/B0FN5MGY97,Home,Bedsheets and Pillow Covers,Cotonine,4.0,"B0FN5MGY97,B07F62KGMF,B072SMNCDN,B07F63FMH4,B07F5ZCNNV,B07F5W6ZZL,B07MYH4MB5"
B0FPGCY4GH,Stahl Triply Stainless Steel Artisan Hybrid Kadhai,N,https://www.amazon.in/dp/B0FPGCY4GH,Kitchen,Pots & Pans,Stahl,4.4,"B08FJDXXYQ,B08FJFG73P,B08FJFBP9X,B08FJF4LB3,B08FJCYP55,B08FJF227X,B0FPGCY4GH,B08FJFFRW6"
B0FSF55173,Amazon Basics B10 10W RMS Bluetooth Speaker with 2000 mAh Battery,N,https://www.amazon.in/dp/B0FSF55173,Electronics,Component - Speaker,amazon basics,3.9,"B0FSF55173,B07DDDV1VR,B0D3V4HCY9,B0D3V56TXW"
B0FWRMWHLZ,"Frenchware Non-Stick Silicon Spatula Set for Cooking & Baking, Heat-Resistant -40C to 230C, Food-Grade & BPA-Free, Dishwasher Safe",N,https://www.amazon.in/dp/B0FWRMWHLZ,Kitchen,"Cooking Utensils - Metallic, Baking & Pastry",Frenchware,4.1,"B088F1JHFX,B083V5RX4L,B0G14PYK35,B0B31WB9NN,B0B12DCXNB,B0B31TL4KD,B0B31SWRGL,B088F21J2V,B08K349TMZ,B0FWRMWHLZ,B0819GV2C3,B08KGKHF86,B099QVMY5F,B0B31S75VW,B08WC65MDT,B085HZPZMG,B088F1256R,B091MX7H3X,B0C2CBGDZN,B0B12FW4TR,B08D8KJZPZ,B0B31SMZY5"
B0G6KQ5CFK,Kuber Industries Faux Leather See Through 6 Slots Wrist Watch Organiser Box for Men & Women | Watches Collection Case with Removable Pillows | Blue & Pink,N,https://www.amazon.in/dp/B0G6KQ5CFK,Home,"Closet Organization, Storage",Kuber Industries,4.3,"B0G4M8W7P5,B0GHWXM4XR,B0G4M6KKHY,B0GHWSLRLL,B0G4M6MR31,B0GHWSZWX2,B0G6KQ5CFK,B0G4M6DQHG,B0G4M6ZFMS,B0DQ8TZRPQ,B0G4M7S9JM,B0G4M6XMLQ,B0G4M68XJ9,B0G4M66FZ5,B0GHX1ZL93"
B0GDX9C86F,MAHALA Craft Modern Upholstered King Size Bed for Bedroom | Double Bed Without Storage & Upholstery Premium Fabric Headboard | Platform Cot Bed for Bedroom & Hotel | Sheesham Wood | All,N,https://www.amazon.in/dp/B0GDX9C86F,Furniture,Beds- Large,MAHALA,4.4,"B0DRLMJHZ5,B0DG98LHPJ,B0DG98PGP8,B0FRSM3FZS,B0DG95CD3W,B0DG94RHD5,B0GDX7DKC6,B0DRLN7184,B0DRLMRTLQ,B0DG9871ZZ,B0DG9896BD,B0FRSCYCS3,B0FRSGHH1C,B0DRM2GZYK,B0DG962FD2,B0DG96HH5Q,B0DG978JP9,B0GDX9C86F,B0DG95S6J9,B0DG966W9V,B0GDXJG62R,B0FRSD2HZG,B0FRSGFFSM,B0FRSMP2PV,B0DG96P61Z,B0DG97P2JS,B0DRM82M6Q,B0FRSKPFFG,B0FRSKQF66,B0DG984GDB,B0DRLN4B7S,B0DG97Z7TM,B0DG96VV35,B0DRLNF9H4,B0DG9614CC,B0F7SSZN5C,B0FRSGG1M2,B0GDXFKX61,B0DRLGPTX4,B0FRSQY8JM,B0DG9755RN,B0DRLLK6G6,B0DG9811FW,B0DG97D24K,B0GDXJZZ83,B0DRM2H9KX,B0DG962M5P,B0DG96TKX1,B0FRSLXC5J,B0D69NRYLN,B0DG98CHCL,B0DG977K7R,B0GDX6CLZF,B0F7S8XCCG,B0DG95SC8J,B0FRSMGCKQ,B0DG968TNL,B0D63Z3CBD,B0DG96P341"
B00012YI9Q,Fujifilm QuickSnap Flash 400 Disposable 35mm Camera,N,https://www.amazon.in/dp/B00012YI9Q,Camera,Point & Shoot Cameras,Fujifilm,4.6,B00012YI9Q
B00JKHNOHK,"Engage Women Deodorant Blush , 150ml / 165ml (Weight May Vary)",N,https://www.amazon.in/dp/B00JKHNOHK,Beauty,Antiperspirants/Deodorants,Engage,4.2,B00JKHNOHK
B072275R2P,"Casio HR-100RC-BK 150 Steps Check & Correct Printing Financial Calculator with Reprint Feature,Black",N,https://www.amazon.in/dp/B072275R2P,Office Product,Display Calculators,Casio,2.9,B072275R2P
B0728NQ4W4,Organic India Psyllium Whole Husk || Isabgol || 100 grams (Pack Of 2),N,https://www.amazon.in/dp/B0728NQ4W4,Drugstore,Herbal/Mineral Supplements- NON-Licensed,ORGANIC INDIA,4.4,B0728NQ4W4
B07GFQ32C5,"SARTHAM Junior Techno, 8 to 12 Years, DIY Educational kit, Engineering Tool kit Toy, 1 Set STEM Learning Metal Toy, Gift for 8+ Year Old boy and Girl, 115+ Pieces Puzzle and 14 Models | Multicolor",N,https://www.amazon.in/dp/B07GFQ32C5,Toy,Building Sets (3 years old and more),SARTHAM,4.3,B07GFQ32C5
B08DLV9NSP,"Jaquar AQT-CHR-3057 Brass Angle Valve Cock (15 mm, Silver)",N,https://www.amazon.in/dp/B08DLV9NSP,Home Improvement,Plumbing Replacement Parts,Jaquar,4.3,B08DLV9NSP
B08RQ423H9,INDIA GATE Select Premium Basmati Rice | Aged Rice with Extra Long Grains & Rich Aroma | 5 kg Pack with Extra 1 kg Free,N,https://www.amazon.in/dp/B08RQ423H9,Grocery,Rice,India Gate,4.3,B08RQ423H9
B08T9DJG9V,"Featherlite Versa Home & Office Ergonomic Chair with, Adjustable Lumbar Support, Adjustable Armrest & DIY. (High Back)(Nylon,Mesh)(Black)",N,https://www.amazon.in/dp/B08T9DJG9V,Furniture,Chairs- Large,Featherlite,4.1,B08T9DJG9V
B08WRXWDDD,ASGARD Nonwoven Fabric Disposable Multilayer Protective Mask for Unisex,N,https://www.amazon.in/dp/B08WRXWDDD,Biss,Personal Protective Equipment & Safety Apparel,ASGARD,4.3,"B09K6Q9NT2,B08WRXWDDD,B097YXWCD7,B09K6PQQJ2,B08WWXHVJS,B09K5GV1ST,B09K5WYZ6H,B08WRT3MKM,B09K7NZMQG,B08WRFH23J,B09K5K2H9P,B08WX849YH,B08WX2B9KT,B08WRPKVJ4,B091THQVT7,B08WWHKN7C,B08WRPXWD2,B097YYLWBF,B09K7KZCWC,B09K6JBBC8,B08WRMHK2B,B08WWWJZXT,B09K5KBX6G,B09K5HSY7G,B08WWN85M2"
B098DVLMHM,Nesta Toys - Wooden Doctor Set for Kids Boys or Girls | 18 Pcs Kit | Doctor Set for 6 Year Old Kids | Builds Interactive & Cooperative Play,N,https://www.amazon.in/dp/B098DVLMHM,Toy,Preschool Role Playing,NESTA TOYS,4.6,B098DVLMHM
B09DD7N79Q,"pTron Bassbuds Duo Bluetooth Truly Wireless in Ear Earbuds with Mic with 32Hrs Total Playtime, 5.1, Stereo Audio, Touch Control TWS, Dual Mic, Type-C Fast Charging, IPX4 & Voice Assistance (Blue)",N,https://www.amazon.in/dp/B09DD7N79Q,Wireless Accessory,,pTron,3.5,B09DD7N79Q
B09RG36PV7,"Vlado’s Himalayan Organics Multivitamin With Probiotics Supplement For Women With 60+ Essential Ingredients | Multiminerals For Immunity and Energy, Hair, Skin & Bone Support - 60 Veg Tablets",N,https://www.amazon.in/dp/B09RG36PV7,Drugstore,Core Letter Vitamins- NON-Licensed,HIMALAYAN ORGANICS,4.2,B09RG36PV7
B09ZLMNG6R,Vedaka Amazon Brand Vedaka Premium Chitra Rajma,N,https://www.amazon.in/dp/B09ZLMNG6R,Grocery,"Dried Veg, Pulses","Amazon Brand - Vedaka,Vedaka",4.4,"B09ZLMNG6R,B07BL6ZJKM,B07BL6Y82V"
B0B4SMRRQX,Lexar Reader,N,https://www.amazon.in/dp/B0B4SMRRQX,"Electronics,Pc","Data Cables/Software, Computing Accessories: Other, Computer Peripherals",Lexar,4.6,"B0G6GGQJ4B,B088K39RBN,B094DPZDXL,B0B4SMRRQX,B0C7JJLWS9,B0B53SWC76,B09R6JZXRL,B0F29T94H9,B0D2QL288P"
B0B94J65DP,"RGY Screen Guard For 2023 Macbook Air 15"" laptop M2 Chip Laptop",N,https://www.amazon.in/dp/B0B94J65DP,Wireless Accessory,Screen Protectors/Face Plates/Skins,RGY,3.8,"B0FK2SKDQX,B0FCCJYY7Q,B0FKBXMPBX,B0B94J65DP,B0DRDF52DD,B0FCCK1499,B0C9DRWHWR,B0DWFWWPMT,B0DRGRYTKK,B0CHQKRPR9,B0C9DVT5M9,B0F2J1JDYL,B0FXMTKPPQ,B0B94MQXGN"
B0BJ6XC571,"Tata Salt Pink Salt, 1kg, Rock Salt for Everyday Cooking, Sendha Salt",N,https://www.amazon.in/dp/B0BJ6XC571,Grocery,Herbs and Spices,TATA SALT,4.5,B0BJ6XC571
B0BT1TFPB5,Featherlite Amaze Project Arm Chair,N,https://www.amazon.in/dp/B0BT1TFPB5,Furniture,"Chairs- Large, Arm Chairs- Large",Featherlite,4.3,"B0BT1TFPB5,B09V2HDRGF,B09JG2Q6W8,B07FPPKXJJ"
B0C4TF7YLR,Flyloons Balloon Pump Hand Machine for Foil Balloons and Inflatable Toys Party Accessory Manual Pump,N,https://www.amazon.in/dp/B0C4TF7YLR,Toy,Party Decorations,Flyloons,4.2,B0C4TF7YLR
B0C4YSF18N,Casio,N,https://www.amazon.in/dp/B0C4YSF18N,Musical Instruments,Portable Keyboards,Casio,4.3,"B0C4YSF18N,B0B58XZ8SY,B003KZBFIS"
B0C9D2T82X,Casio Analog-Digital Black Dial Men's Watch-GA-2100-1ADR (G986),Y,https://www.amazon.in/dp/B0C9D2T82X,Watch,"Analog-Digital, Digital",Casio,4.5,"B0C9D2T82X,B0C93YSVC9,B07YCS8NFP"
B0C9DVGWTZ,"AGARO Heated Hair Straightening Brush, Fast Heating, Ionic Care, 5 Heat Settings, Hair Straightener, Hot Brush, Gives Naturally Straight hair in 5 mins, Black",N,https://www.amazon.in/dp/B0C9DVGWTZ,Personal Care Appliances,"Hair Dryers, Straighteners",AGARO,4.2,"B0C9DVGWTZ,B0B2RGYTMS,B09MQ9NS6M"
B0CCP8HMTF,"CRI Stainless Steel SEWAGE PUMP With Float Switch And 10 MTR Cable, Water Proof, 1.5 Inch Outlet (1 Hp, 7.6 Head)",N,https://www.amazon.in/dp/B0CCP8HMTF,Lawn And Garden,Accessories,CRI,3.9,B0CCP8HMTF
B0CKFJ34QX,"boAt Deuce USB 300/330 2 in 1 Type-C & Micro USB Stress Resistant, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length",N,https://www.amazon.in/dp/B0CKFJ34QX,Wireless Accessory,Data Cables/Software,boAt,4.0,"B0FMRM8NWN,B0FMRLZG45,B0FMR16CSW,B0FMRL2GRJ,B0FMRKSLJY,B0CKFJ34QX,B0CL463188,B0FMRKZZ4S,B08WRBG3XW,B0FMRMXNCG,B0FMRLMZVG,B0FMRLJ9LF,B0DK3N8NGW,B0FMRNR4LY,B0FMRMM741"
B0CSSKC519,"Brick Brown ® Premium Handcrafted Solid Wood Roti Box Casserole for Kitchen | Round Hot Pot, Roti Dabba with Lid | Casserole for Dining",N,https://www.amazon.in/dp/B0CSSKC519,Kitchen,"Serveware Bowls/Tureens - Metallic, Bakeware Dishes, Plates & Bowls - Mettalic",Brick Brown,4.4,"B09ZP9R9CT,B0CSSKC519,B0B132SKTH,B0C9JPDBGM,B0B1327C21"
B0CV4XL72Z,Shining Diva Fashion Necklace Jewellery Set for Women Latest Stylish Design Fancy Pearl Choker (15219s),N,https://www.amazon.in/dp/B0CV4XL72Z,Jewelry,Jewellery Sets,Shining Diva Fashion,4.3,B0CV4XL72Z
